,parking,number_domain_keywords_en,number_parking_kewords_en,number_together_in_line_keywords_en,keyword_in_title_en,stemmed_keyword_in_title,presence_of_nav,text_alpha_length,number_frames,number_images,domain_in_title,domain_in_text,in_warninglist,number_redirects,different_final_domain,number_links,number_link_same_domain,average_link_length_same_domain,number_different_link_domains,average_link_length,maximum_link_length,link_to_text_ratio,number_non_link_characters,third_party_requests_ratio,third_party_data_ratio,third_party_html_content_ratio,initial_response_size,initial_response_ratio,kword_auction,kword_domain,kword_regist,kword_price,kword_offer,kword_servic,kword_host,kword_websit,kword_contact,kword_site,kword_transfer,kword_héberge,kword_internet,kword_serveur,kword_découvr,kword_mainten
maximum_link_length,-0.012179667591823717,0.11527606644706315,0.07733882138276413,0.06933873174851797,-0.06976294674736644,-0.05998956044399715,0.10428333962021204,0.06659558709888343,0.18405397050498504,0.10294091150126726,0.10119603516595742,-0.0010281224070094596,0.11424851512917214,0.13540888944436702,0.1255137760608324,0.13083926076179578,0.11717476664878136,0.810855629812873,0.09192665177940675,0.8150305782962208,1.0,0.20851828157142732,0.054338916433386966,0.1869019052904435,0.15439704114730662,0.1457028137497841,0.055986196326976254,-0.10597418795922721,0.01837573182514958,0.04884385046619459,0.1041721470233042,0.06053172052519496,0.061976482795408176,0.06575091983185499,0.0379070340790188,0.048736464931557234,-0.0022056985963006164,0.1078817916935676,0.023400746183741515,0.00430061191331069,0.017715450806911316,0.01066483961795369,0.018585499093328343,-0.013967537312192444
link_to_text_ratio,-0.21528344204266267,0.0671718156565629,0.004092608533807814,-0.05782127285779916,-0.19752681548805687,-0.17303455985073507,0.26395268711390835,-0.028980945721299913,0.1923950568520502,0.18159622035676132,0.001543921692706194,0.030025233080477148,-0.07149189856143857,0.1790456145207347,0.06932015302535864,0.2992850188759931,0.2611535859563786,0.11122245028934918,0.30978586680321357,0.17071294704768705,0.20851828157142732,1.0,-0.08017707074518136,0.05288123031114508,0.007600597685656792,0.11175877715590403,0.012477003948970776,-0.16908934778305268,0.055085013331823335,-0.017149654686101988,0.021800290917223863,0.10618737423998775,0.04322282314493643,-0.029381405892565562,0.026679051982867186,-0.04205315113573783,0.01069970368212266,0.061691932782708375,-0.06757286137282524,-0.02594695378551031,-0.010319365568589417,-0.02032921738683806,-0.03090402390040757,-0.009324511668506643
number_non_link_characters,-0.06577146815131024,0.040417581927022446,-8.324267935801953e-05,-0.026057319005902423,-0.04314257504540832,-0.03644444558886504,0.03982255277915707,0.9936235702072054,0.126558035529376,0.6256552743173786,-0.026669525192991896,0.07197884830650206,-0.037391833174239324,0.04153783411860931,0.034837317411969,0.5754888268721287,0.21772572399391832,0.015754959949057592,0.2560134910646152,-0.0227158844209907,0.054338916433386966,-0.08017707074518136,1.0,0.0730540662470773,0.06529535883423446,0.055167037672626935,0.19655101690001106,-0.03602054864639224,-0.004934736214002362,-0.006129839952033342,0.09491705981883354,-0.001250498638719764,0.025446375285880122,0.3276387673386893,-0.0023492447564225573,0.0629546688806983,0.004547347256084221,0.10654482272245283,-0.008439219054433367,0.009616153090636166,0.3219225281227318,0.06804390770509583,0.02478366268068942,-0.005209037545231711
third_party_requests_ratio,0.02670768384317114,0.13342055118812368,0.10118492904250449,0.18986716361764736,0.011843830531770606,0.03280526604543898,0.19705423360165808,0.08621909011042513,0.29813005895263195,0.0793339186012106,0.10258429073688427,-0.04714491283139667,0.011304276049240145,0.17903938045974058,0.6957751802250395,0.1486543611290862,0.09625861190751585,0.09800958909784485,0.09938144018103333,0.1160119871056287,0.1869019052904435,0.05288123031114508,0.0730540662470773,1.0,0.9272207261958266,0.7570129825037948,-0.031142220987473254,-0.31574113711430324,0.0376026708523603,0.08537074921717729,0.11297748557317151,0.06893459007385802,0.1111706764159323,0.06130296929728476,0.10491086784215226,0.17508129870224967,-0.01455840957055019,0.15419024330771636,0.08517407367079025,0.00998208906643434,0.10528403284760565,-0.006444943693723776,-0.005615548960754498,-0.021708456453681
third_party_data_ratio,0.05297477553717151,0.11212953703342601,0.053277551261190485,0.1748594936055398,0.014379609202095984,0.028063618013234006,0.1410623909784046,0.07404001453275721,0.24102241820470088,0.05574583931336417,0.12066581519863677,-0.039757654502909655,0.02116322389805615,0.13917428356990857,0.6771493387999739,0.11727440655530842,0.07187324975973465,0.10035135186275791,0.07084403119140584,0.09532906920546716,0.15439704114730662,0.007600597685656792,0.06529535883423446,0.9272207261958266,1.0,0.7311332436867656,-0.13266078914831883,-0.3330804543390837,0.037561582926389434,0.06532570782660158,0.09939410472668261,0.059999790717476756,0.09622605847532752,0.04642964773281201,0.051129235618269944,0.1401658945373003,-0.019334564180318994,0.1283425004316685,0.06236685298857907,0.01256742082062841,0.0888606070692575,-0.0013742008707690102,-0.011876725877905694,-0.028516290669236243
third_party_html_content_ratio,-0.10044875397895135,0.12535885509763667,0.06530242726667151,0.05969581752055513,-0.07157005209758885,-0.04610173428762729,0.22682894339312837,0.06780661861104124,0.3135928081333862,0.0903988376355714,0.03389617411870103,-0.08452275652178506,-0.12057831737604141,0.15249053154870917,0.8971400834577169,0.147939717532614,0.0795130352691476,0.07879742780361922,0.11046063088583627,0.058479833802863104,0.1457028137497841,0.11175877715590403,0.055167037672626935,0.7570129825037948,0.7311332436867656,1.0,-0.17680507701924794,-0.25589678941230676,0.04546684780413744,0.034505420190098474,0.10586236523960917,0.05352575474420977,0.11039619996839684,0.057077318788664955,0.07885401384091333,0.13996200222990882,0.002397837992522892,0.14560762927348211,-0.0030298171497713665,-0.008973533152561433,0.12457459687365756,-0.002112627831489277,0.0032369774061437244,-0.0026847373315058345
initial_response_size,0.10495869830691688,0.010285338781202476,0.16267825270175243,0.020292669755029753,0.0455776936643093,0.052574415740525265,-0.05443673886709126,0.20380668021493176,0.014873984442031198,0.14798197868482796,-0.014366928526160982,0.020948969003419343,0.09206707236361335,0.05027280310625996,-0.1687743495844505,0.12962420303002223,0.14330787567578746,0.010178983099456244,0.06427692832115178,0.07230366582280673,0.055986196326976254,0.012477003948970776,0.19655101690001106,-0.031142220987473254,-0.13266078914831883,-0.17680507701924794,1.0,0.26900658432437524,0.00027652141850069434,0.07180382797147943,-0.0050085846026420204,-0.0037244854080808517,-0.019336541859854905,0.11017155121910606,0.1424314215237327,0.07922197492310905,0.0506934075049864,0.029929869877375444,0.008488018404492365,0.028749140226715472,0.03723191661039203,0.038324368977519147,0.036263759032231155,0.0016520518251061927
initial_response_ratio,0.1666214164298819,-0.04362935212496593,0.08439778589876354,-0.043901357276619944,0.13104284938949318,0.12404060141472226,-0.21912824020917482,-0.045457949099572036,-0.15408654742648845,-0.09616511855491586,-0.06418097045815739,-0.08668186621873204,0.11583967619874254,-0.08643162066122212,-0.2041442415392993,-0.110872967436733,-0.07183053906036718,-0.06257428964388122,-0.07462073207040212,-0.04361064411607201,-0.10597418795922721,-0.16908934778305268,-0.03602054864639224,-0.31574113711430324,-0.3330804543390837,-0.25589678941230676,0.26900658432437524,1.0,-0.012732939165067344,0.023432645882788036,-0.05591011508255646,-0.038990439986183414,-0.042310096608681784,-0.031783118158647,0.06905152643962154,0.004296477123376412,-0.031750890109686354,-0.06076827448332988,-0.030685375372674885,0.002263910378424451,-0.056914883234001984,-0.006580311500440789,-0.020069395922302974,-0.029739850951152662
kword_auction,-0.00394868773370416,0.02833372874169427,0.04976708755149574,0.11488443276186204,0.0025651302575322816,0.0027882381914567183,0.03837381419880346,-0.0030384515127442314,0.07581755263539093,0.012798310667085507,-0.009719672050352695,0.03891423135065236,-0.013767363085329425,0.009997930737463414,0.0019260953944116015,0.008816081285614214,0.03624630165227391,0.01451838689401872,-0.0061367496508860425,0.032629644428460496,0.01837573182514958,0.055085013331823335,-0.004934736214002362,0.0376026708523603,0.037561582926389434,0.04546684780413744,0.00027652141850069434,-0.012732939165067344,1.0,0.06644703730779115,0.041593809218667864,-0.0008041332849396684,0.002273745459556472,0.005748101287318244,0.17466523969939712,0.020949769000406737,0.0008607017471295176,0.02291736433510809,0.013767035928023322,-0.003865775985579552,-0.004625691896046567,-0.003144173348494893,0.0010555477956684118,0.008330734979021795
kword_domain,0.12747090832328395,0.30789754278589615,0.3317982182541308,0.27390234382998996,0.11962802581814132,0.12071521094950628,-0.06975548530322943,-0.006813322849184369,0.0659296036624229,0.012835485045323392,0.06165464247013796,0.04578982753020164,0.10015478397924223,0.020676818741076432,0.04101944226968295,-0.0010135791493057064,0.0010602188553943443,0.010138569340078764,0.008036244290020754,0.03359969993151672,0.04884385046619459,-0.017149654686101988,-0.006129839952033342,0.08537074921717729,0.06532570782660158,0.034505420190098474,0.07180382797147943,0.023432645882788036,0.06644703730779115,1.0,0.2376996664717122,0.12421406803754848,0.1372405853781741,0.0653271985275901,0.16092930056141386,0.4268380551974847,0.06344992210893373,0.29002746370402677,0.18856628292744348,0.0377626515802034,0.07579677976197416,0.033472873746359454,0.035916790142406285,0.012042976465566816
kword_regist,-0.028471186382438302,0.2514274761184634,0.29581753810644756,0.2206330105683223,0.00471478159354568,0.012955241028048528,0.01944697820166295,0.09806529435435356,0.037314114706052545,0.12491771920698463,0.04137681707653888,-0.011054312501828357,-0.046853097731424785,0.09676918323560388,0.11819951850926586,0.10072300833234848,0.01718530572855741,0.04683151988207832,0.11292050950745845,0.08119141216899207,0.1041721470233042,0.021800290917223863,0.09491705981883354,0.11297748557317151,0.09939410472668261,0.10586236523960917,-0.0050085846026420204,-0.05591011508255646,0.041593809218667864,0.2376996664717122,1.0,0.2428251280689745,0.09491035053097528,0.16586474739208498,0.04380965225317958,0.28444815233562915,0.11113143108102333,0.21592106241466577,0.3551085489234348,0.007361268310771067,0.11422053216487964,0.010167973086595597,-0.002549748272914743,0.09051930032242066
