,parking,number_domain_keywords_en,number_parking_kewords_en,number_together_in_line_keywords_en,keyword_in_title_en,stemmed_keyword_in_title,presence_of_nav,text_alpha_length,number_frames,number_images,domain_in_title,domain_in_text,in_warninglist,number_redirects,different_final_domain,number_links,number_link_same_domain,average_link_length_same_domain,number_different_link_domains,average_link_length,maximum_link_length,link_to_text_ratio,number_non_link_characters,third_party_requests_ratio,third_party_data_ratio,third_party_html_content_ratio,initial_response_size,initial_response_ratio,kword_auction,kword_domain,kword_regist,kword_price,kword_offer,kword_servic,kword_host,kword_websit,kword_contact,kword_site,kword_transfer,kword_héberge,kword_internet,kword_serveur,kword_découvr,kword_mainten
maximum_link_length,-0.20335709288111095,0.20651629501199695,0.043091965189766386,0.11610599235893766,-0.16987506046775366,-0.1529117338939188,0.17075041579870354,0.08640791211314007,0.364644648265272,0.18535075482996444,0.1257180778857967,-0.0539951934130543,0.08373183538950571,0.4191704150748962,0.07804126237453635,0.23795592573657162,0.1236052494824648,0.572151190922152,0.2713882672470704,0.6888444329406295,1.0,0.4643343900982899,0.06732223486459624,0.2817177346920708,0.19560378990225918,0.13685772047329192,0.12533158678932696,-0.1108231936506179,0.051434094268775356,0.05901381032812558,0.3139471877590445,0.231904848873445,0.020167471457196186,0.08784618623182774,0.07493160263238821,0.055970546616907535,-0.02016773348150419,0.09149196706956289,0.11827962882265293,0.021313642810321814,0.034707013058935816,0.0303631820647592,0.01174062093524288,-0.066306783853733
link_to_text_ratio,-0.18947696524996077,0.2312922979890863,0.04223565840091939,0.014958059090200352,-0.1427600194617213,-0.11714203560853215,0.34946617234337485,0.005401859522873411,0.44668569333886476,0.12862185464337816,0.14086713071265894,-0.024389766124375663,0.007410141876455902,0.35842314584712187,0.15246890329349347,0.3670039131436041,0.252364875124227,0.26596394992123595,0.4303618997747909,0.3667452010826729,0.4643343900982899,1.0,-0.0440714708297846,0.15442917398463493,0.06328213974598396,0.18553481852649786,0.11157304072645051,-0.09412680119921567,0.07257959793270694,0.05304545032357689,0.17211157889310863,0.0918730827534966,0.054556242737912736,0.0878794039655802,0.05672439152242332,0.040136786095579906,0.02076267800640861,0.14214895460029145,0.0031138137723552817,-0.009778592843412476,0.030184802298453703,-0.0028278810468052888,-0.021716604873359874,-0.038878755664700115
number_non_link_characters,-0.07959584108106327,0.013358209608512358,-0.009445300886091508,-0.03715089719138771,-0.0606693852820085,-0.055655135012577184,0.135406087498193,0.991751040458543,0.08071362528013291,0.9345298721396024,-0.049559362933892626,0.09051007911496912,-0.022481282835752823,0.037539002985282496,-0.0357997531209109,0.5971537487494064,0.06284929161742224,0.04990581231120967,0.45956910232290105,-0.021452579364665138,0.06732223486459624,-0.0440714708297846,1.0,0.02064780435929312,0.00471073714686175,0.009168038640223967,0.14288891086532052,-0.02381626174791937,-0.0013011999813514583,-0.010014977126766156,0.1815172223948962,-0.017193151661795834,0.08932640177717609,0.133495139327838,0.008992033053037819,0.03270574510197086,-0.008539754219129033,0.014836029600629737,-0.00907822774059332,0.023004383399910396,0.3974753412406124,0.028721254134165403,0.023768406785513063,-0.013257287866674948
third_party_requests_ratio,0.027125939100702507,0.12268800536753491,0.09586275882930233,0.2353675921108253,-0.018719730111162063,-0.03497633171715964,0.10656628397241397,0.032741756751338495,0.2962018524225583,0.08625686656023576,0.17485400688355823,0.10449580601727379,0.04424614284731619,0.1825775845354511,0.5600343577678287,0.13285581262923268,0.062070465484226726,0.21245167610271215,0.15865793167273984,0.1697988673802102,0.2817177346920708,0.15442917398463493,0.02064780435929312,1.0,0.9143285287893063,0.6420039438650926,0.022155268451316445,-0.28478504544302646,0.08935645750635551,0.10866905092118734,0.16893290547250633,0.19787008229739297,0.12158963474008788,0.008253297632321303,0.10608201173134728,0.14770577384737574,-0.11806631382521482,0.13455111374110892,0.1300517727842258,0.028364051367233665,0.0355752099318791,-0.011585086247162734,-0.046383536180515786,-0.11126895266447943
third_party_data_ratio,0.0478510766644382,0.08945088745055535,0.0033239537108426666,0.19236896088447641,-0.03521232553267229,-0.05032892515700662,0.040435064264898714,0.008098779911395211,0.20106078491591448,0.04798491778816837,0.17233485490248313,0.11771241330808258,0.007012089059124719,0.09738569285660506,0.5776519420722505,0.06538038214174871,0.014751549820803919,0.1745353796160525,0.07622135595157126,0.08565529615880421,0.19560378990225918,0.06328213974598396,0.00471073714686175,0.9143285287893063,1.0,0.6531764889317687,-0.18838378903695976,-0.3782974561399253,0.07755632589876232,0.06050498753810566,0.13605371636408156,0.14799025783362754,0.08925630217384062,-0.058355034245340005,0.015585452024161416,0.07929965474500346,-0.12312874861920128,0.08166598285697566,0.047907065799213146,0.03295648284330301,-0.0015075175570683802,-0.0010922843606673753,-0.0538487609031839,-0.1343227337280083
third_party_html_content_ratio,-0.07546110606670593,0.13007444321724107,0.03798526328577622,0.15946854289302734,-0.06133537634624766,-0.057409469962659145,0.1422219156390829,0.009830791751626988,0.2167687130117406,0.07263742709181985,0.15873641370347613,0.022468335404754597,-0.0735327158479157,0.10460605095294928,0.8803394172393882,0.06606790070444221,-0.017303759967343433,0.1260907359986361,0.11161733604405218,0.04557090905589638,0.13685772047329192,0.18553481852649786,0.009168038640223967,0.6420039438650926,0.6531764889317687,1.0,-0.23814333146313715,-0.27115563167659895,0.12056231475357798,0.06466374566062673,0.13714566033825232,-0.014549190154905403,0.10821412276366438,0.04418892977615769,0.035482593686366276,0.07321362729528183,-0.08559745533656056,0.11651565098968748,0.07310256715425592,0.011035118974724282,0.06576613459931152,0.013401036184717044,-0.015715071501591245,-0.07720668332265963
initial_response_size,0.03774103257097603,0.011358689921587107,0.23096872569914897,0.005515609627290481,-0.03317904810469585,-0.009025690916029635,0.012282627202108732,0.18015729797011082,0.1657536721899586,0.1681641949138527,-0.08303648198405185,-0.0744067595933229,0.100699245488494,0.1427660619242182,-0.22167059724680177,0.30381095342769854,0.28877485492324234,0.006179196131619513,0.18788780696590204,0.1127456438621376,0.12533158678932696,0.11157304072645051,0.14288891086532052,0.022155268451316445,-0.18838378903695976,-0.23814333146313715,1.0,0.4117311734854882,-0.030643838110034724,0.07889834867042325,0.010818684293998373,0.14538271369656555,-0.009925432594039996,0.014951025517713998,0.13675862885975454,0.1379708405793027,0.025660981289836758,0.05367221760137515,0.03173715304515938,0.011567382580867652,0.08151525316067769,0.030995670269649396,0.030201688749434342,0.014111001961485688
initial_response_ratio,0.23578751713655408,-0.03874102467121269,0.19993019398126574,-0.021304179562452105,0.18557169709827764,0.24917717677442539,-0.17360485975878734,-0.028683370813740523,-0.1501770137114823,-0.05898092378444635,-0.1205054531184713,-0.0702856851600866,0.09778134745336524,-0.10996767012068201,-0.22521411305627148,-0.07092688839807501,-0.028273241165557315,-0.1088065245249217,-0.08632552082643266,0.010932476708204134,-0.1108231936506179,-0.09412680119921567,-0.02381626174791937,-0.28478504544302646,-0.3782974561399253,-0.27115563167659895,0.4117311734854882,1.0,-0.032013011838734895,0.0354673187254465,-0.05925572107261419,-0.08118255677925693,-0.07742793727287064,-0.08356092979173232,0.10205376135406916,0.08580097057133694,-0.03366093965601083,-0.04334477042747861,-0.019793457834898474,-0.01076819727581254,-0.038460328893356946,-0.022437272404948222,-0.04628582922108124,-0.04738095096038159
kword_auction,0.002081960447401516,0.048738989321935905,0.15510246233306657,0.20542446569557427,0.016543650381690714,0.01970387544161262,0.06251553845996312,0.0017200720061830259,0.07256832386745508,0.019004926112704067,0.004962734650306845,0.010540765495158139,-0.022973513786648213,-0.006811065904089096,0.13432917196149677,0.029113450362252304,0.038170866468724605,0.026862129456441935,0.025344309525100663,0.011845237005829257,0.051434094268775356,0.07257959793270694,-0.0013011999813514583,0.08935645750635551,0.07755632589876232,0.12056231475357798,-0.030643838110034724,-0.032013011838734895,1.0,0.2068784488996366,0.10279302935539765,0.08774023155351697,0.13898908685106987,0.026525340874594884,0.7201899732941182,0.1458184199052361,0.004263968920230513,0.05640941460900106,0.03308275369618278,-0.015416086125421067,0.012901967256601154,-0.012034899450415328,0.0016755766246774031,0.04828718035715366
kword_domain,0.14979971037245327,0.2840722861996001,0.7839903949786242,0.35348522442044644,0.16145393473838934,0.17563039998129223,-0.07576870596120559,-0.008037759382123028,0.038104672943378576,-0.013954287894280548,0.012915835456987209,0.13168253013964026,0.1281554068630525,0.05245287897636158,0.08325539402769995,0.023105634867825086,0.005287776791972973,0.03450933752572116,0.0655339998057547,0.04381982510070919,0.05901381032812558,0.05304545032357689,-0.010014977126766156,0.10866905092118734,0.06050498753810566,0.06466374566062673,0.07889834867042325,0.0354673187254465,0.2068784488996366,1.0,0.5048101209776265,0.5432671839558588,0.7149426251836158,0.22629897348782185,0.17866895417122222,0.8466551446742763,0.08346788086952334,0.37820869295921494,0.33891107674842197,0.051373209703756285,0.1379124992966476,0.0473264764944595,0.047843864949582995,0.03675007495390627
kword_regist,-0.025512475725856732,0.1983725055370661,0.33542724834935095,0.21774816137473252,-0.00021289539287375352,0.012002420127034822,-0.07064613652505758,0.1843170702744192,0.03506856558558638,0.30974768471751124,0.08994244873225662,-0.011330438892543098,-0.03825201402177418,0.45084671265597076,0.14263782258633362,0.19380864828924926,0.007859728913283537,0.29588140359098336,0.3771424457107891,0.3168060444661436,0.3139471877590445,0.17211157889310863,0.1815172223948962,0.16893290547250633,0.13605371636408156,0.13714566033825232,0.010818684293998373,-0.05925572107261419,0.10279302935539765,0.5048101209776265,1.0,0.37005115447169346,0.3869418267970053,0.20035617920415638,0.0428651558405326,0.44541255260681883,0.072946683225872,0.18930346267663986,0.20536797897006087,0.0025526917205577946,0.12100848121849754,0.0064979560636237365,-0.006404002229894722,0.03872644645878949
