uuid,tags,url,parking,number_domain_keywords_en,number_parking_kewords_en,number_together_in_line_keywords_en,keyword_in_title_en,stemmed_keyword_in_title,kword_auction,kword_domain,kword_regist,kword_price,kword_offer,kword_servic,kword_host,kword_websit,kword_contact,kword_site,kword_transfer,kword_héberge,kword_internet,kword_serveur,kword_découvr,kword_mainten,language,presence_of_nav,text_alpha_length,number_frames,number_images,domain_in_title,domain_in_text,in_warninglist,ip,different_final_domain,number_links,number_link_same_domain,average_link_length_same_domain,number_different_link_domains,average_link_length,maximum_link_length,link_to_text_ratio,number_non_link_characters,third_party_requests_ratio,third_party_data_ratio,third_party_html_content_ratio,initial_response_size,initial_response_ratio,number_redirects,structural_hash,Unnamed: 0
9ff6c88d-792f-4170-ba90-fc99baced1e7,['parking-page'],http://tokoo.id,True,2,12,2,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,False,128,1,0,True,True,True,"{'v4': ['199.59.243.226'], 'v6': []}",False,3,0,0.0,3,7.333333333333333,8,0.7890625,27,0.6666666666666666,0.7432239115848641,0.7952286282306164,1030,0.0065197300958337,0,f278e3de2cb3c929a1becd2635c65363,60.0
4ba44860-4a02-4742-9d25-b9a7385bcc76,['parking-page'],http://logineo.fr,True,40,19,4,True,True,0,15,2,1,0,2,3,0,9,14,0,0,0,0,0,0,unknown,False,436,2,0,True,True,True,"{'v4': [], 'v6': []}",True,4,0,0.0,3,85.75,150,0.2339449541284403,334,0.8571428571428571,1.0,1.0,0,0.0,2,b45a2c40135b53384c6ebac46a9927ff,62.0
5a6ae22a-2035-46a7-9f33-fcef4c8038b7,['parking-page'],http://banqueavis.fr,True,2,0,0,True,True,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,unknown,False,2148,0,7,False,False,False,"{'v4': ['213.186.33.5'], 'v6': []}",True,6,0,0.0,5,27.5,32,0.0176908752327746,2110,0.9090909090909092,1.0,1.0,0,0.0,1,41d5a95cc452fce7891c4f838b2e3b60,64.0
cd58b32e-8f76-47a1-828c-505cc6932ec4,['parking-page'],http://nature-ethique.fr,True,2,0,0,True,True,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,unknown,False,2712,0,7,False,False,False,"{'v4': ['213.186.33.5'], 'v6': []}",True,6,0,0.0,5,27.5,32,0.0140117994100294,2674,0.9090909090909092,1.0,1.0,0,0.0,1,937c88a9e088ce2f3a47a600291dc13e,66.0
097740c4-3698-45e0-96c9-83ecc151f7e1,['parking-page'],http://mapit.fr,True,12,6,2,True,False,0,8,5,0,0,2,0,2,0,2,0,0,0,0,0,0,unknown,False,234,0,5,True,True,True,"{'v4': ['185.134.245.113'], 'v6': ['2a01:5b40:0:bc03::1']}",False,2,0,0.0,1,33.5,36,0.0683760683760683,218,0.0,0.0,0.0,1892,0.0750555379244684,0,e8853d9d8b8674b38beeff52ba2d3dd5,67.0
05f7a59f-5c94-41e5-8e0c-22b2f05dcd96,['parking-page'],http://apers-assurance.fr,True,7,0,0,True,True,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,unknown,False,152,2,0,False,False,True,"{'v4': ['192.0.78.25', '192.0.78.24'], 'v6': []}",False,3,1,167.0,1,83.66666666666667,167,0.2368421052631578,116,0.6666666666666666,0.8863702341784401,0.3490853658536585,0,0.0,1,8f54d44cd83420690c3dfca73d0a313d,69.0
698a5418-1fa2-4764-91d4-e8a2ec611ad8,['parking-page'],http://assuranceavis.fr,True,2,0,0,True,True,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,unknown,False,2676,0,7,False,False,False,"{'v4': ['213.186.33.5'], 'v6': []}",True,6,0,0.0,5,27.5,32,0.0142002989536621,2638,0.9090909090909092,1.0,1.0,0,0.0,1,240e3199f1e892ef86c3c812dbda3c04,70.0
c64ca8a6-c24a-4deb-834b-46b2233f0d43,['parking-page'],http://mydressings.fr,True,17,1,1,True,True,0,0,1,6,2,7,0,0,0,7,0,0,0,0,0,0,unknown,False,583,0,1,False,False,True,"{'v4': ['192.0.78.215', '192.0.78.170'], 'v6': []}",False,9,1,71.0,6,24.55555555555556,71,0.1286449399656946,508,0.625,0.3130892527570437,0.0,162,0.0003682119446136,1,1ce49914b397fa5931db6f751df1d774,71.0
5254dace-451c-4f0d-8652-cb1b115f423b,['parking-page'],http://menneciertraiteur.fr,True,3,12,2,False,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,False,190,1,0,True,True,True,"{'v4': ['199.59.243.226'], 'v6': []}",False,3,0,0.0,3,7.333333333333333,8,0.4894736842105263,97,0.6666666666666666,0.7415548445029025,0.7836626604196374,1062,0.0067156534166361,0,1d85ea9a226d6cfb4826a3e50eaa6e85,72.0
79ffbb44-9feb-4831-af28-9e33115b520b,['parking-page'],http://gagner2026.fr,True,2,0,0,True,True,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,unknown,False,1451,0,7,False,False,False,"{'v4': ['213.186.33.5'], 'v6': []}",True,6,0,0.0,5,27.5,32,0.0261888352860096,1413,0.9090909090909092,1.0,1.0,0,0.0,1,3ce4f8bf85f70dca098983ff577fd9a7,73.0
7e807f04-9b36-4a6c-ac67-c909764e2b72,['parking-page'],http://harmony.mom,True,44,2,1,False,False,0,2,1,0,0,1,3,5,0,6,0,0,0,0,0,0,unknown,False,766,4,2,True,True,True,"{'v4': ['199.191.50.32'], 'v6': []}",True,16,5,2515.2,5,797.75,2519,0.3093994778067885,529,0.782608695652174,0.991993664277637,0.9540341744936064,2031,0.0080023955965153,2,e72c489d2003c59b20f83210c4691aac,74.0
adc4fbb9-d43d-434f-a450-1f2d120b5627,['parking-page'],https://bts.audio,True,53,5,1,False,False,0,32,4,0,0,0,4,0,0,5,0,0,2,0,0,0,unknown,False,123,1,1,True,True,True,"{'v4': ['208.91.197.39'], 'v6': []}",False,4,2,58.0,2,50.0,65,0.8699186991869918,16,0.8666666666666667,0.8937287839959211,0.2189626269598659,16164,0.1084380995827239,0,413e6479108fd8b02af30a9b9e1ee777,75.0
249bbfa7-aa3c-41a8-87a6-b73075c0dabb,['parking-page'],http://bts.audio,True,6,1,0,False,False,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,unknown,False,255,4,1,True,False,True,"{'v4': ['208.91.197.39'], 'v6': []}",False,12,7,1636.857142857143,5,1058.4545454545455,2279,0.7372549019607844,67,0.8235294117647058,0.8048335388409371,0.0,42835,0.1920636699921533,0,f3a328a79b472c4182e7662e5215c958,76.0
f29b11c7-3f20-4caf-8cf5-d14301b18421,['parking-page'],http://codeguardian.fr,True,2,0,0,True,True,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,unknown,False,2391,0,7,False,False,False,"{'v4': ['213.186.33.5'], 'v6': []}",True,6,0,0.0,5,27.5,32,0.0158929318276871,2353,0.9090909090909092,1.0,1.0,0,0.0,1,d5d649ea743b1c9307e7480bd894ee35,77.0
15cd1790-3c1d-47fb-b6e3-d4ab0677bac9,"['tranco', 'not_parking']",http://vru.ac.ir,False,29,4,1,False,False,0,0,4,0,0,3,6,1,3,10,0,0,1,0,0,0,unknown,False,7809,1,121,False,True,False,"{'v4': ['78.39.98.110'], 'v6': []}",False,226,146,29.60958904109589,92,25.86915887850468,60,0.4147778204635677,4570,0.25,0.5388880309433892,0.0039321887870891,169,2.524052427406609e-05,1,b07fa289e7954c464978634e6e3baaa1,78.0
cd018fbd-312c-4602-9e85-16e7e9d42c2d,"['tranco', 'not_parking']",http://g-school.co.kr,False,52,0,0,False,False,0,1,0,0,0,0,3,0,0,12,0,0,0,0,0,0,unknown,False,4043,0,101,False,True,False,"{'v4': ['211.233.89.156'], 'v6': []}",True,292,7,54.285714285714285,172,49.31849315068493,175,0.4345782834528815,2286,0.929368029739777,0.9696035629671572,0.5008726197985508,0,0.0,1,c5e017fca88ea0722b0d85a3677bae9b,79.0
9acc22aa-9965-438e-b106-392314e17f94,"['tranco', 'not_parking']",http://redunisystem.ru,False,36,1,1,False,False,0,3,28,0,0,943,5,0,4,27,2,0,5,0,0,0,unknown,True,5577,5,5,False,True,False,"{'v4': ['185.137.235.2'], 'v6': []}",False,84,60,42.766666666666666,12,46.256410256410255,197,0.1884525730679576,4526,0.6405228758169934,0.5587971018412504,0.7593244352490077,0,0.0,5,0f81bb7a04ebd69b65cf1125a02264f7,80.0
2156586a-6b3c-4861-8dc9-215b733723c9,"['tranco', 'not_parking']",http://doupaipaierp.com,False,1,0,0,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,unknown,False,1400,0,22,False,True,False,"{'v4': ['188.114.96.3', '188.114.97.3'], 'v6': ['2a06:98c1:3120::3', '2a06:98c1:3121::3']}",False,129,9,35.0,101,20.24806201550388,42,0.7478571428571429,353,0.0,0.0,0.0,5781,0.0114882682940885,0,54b20f4ebeb304af37ae43aacaf1c250,81.0
075e01fc-9afe-4d37-8ae4-11920182cc7a,"['tranco', 'not_parking']",http://etristate.com,False,6,0,0,True,False,0,0,0,0,6,1,0,0,2,1,0,0,0,0,0,0,unknown,True,13740,2,114,False,False,False,"{'v4': ['104.198.163.122'], 'v6': []}",False,149,14,79.28571428571429,33,59.07299270072993,116,0.0614264919941775,12896,0.9215686274509804,0.9832895628029238,0.9122168627119124,206,3.2683124259175905e-05,3,c4526e0feeb8c37732ab4f250822ca13,82.0
3042aeb4-5733-4abe-a0c5-ab3f700fdf78,"['tranco', 'not_parking']",http://man.top,False,21,0,0,False,False,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,unknown,False,306,3,42,False,True,False,"{'v4': ['188.114.96.3', '188.114.97.3'], 'v6': ['2a06:98c1:3120::3', '2a06:98c1:3121::3']}",False,21,1,20.0,8,23.473684210526315,47,0.0588235294117647,288,0.3490566037735849,0.2172687680394169,0.2433196663367736,167,5.537199536466769e-05,3,abc373b3a4522ec408112ace77d3878a,83.0
0fe7c43b-1144-45a7-80ae-d4eeac6c20ad,"['tranco', 'not_parking']",http://deepinside.cloud,False,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,False,152,0,107,False,False,False,"{'v4': ['172.67.148.10', '104.21.47.134'], 'v6': ['2606:4700:3035::6815:2f86', '2606:4700:3031::ac43:940a']}",False,95,0,0.0,95,58.94736842105263,72,0.1118421052631579,135,0.7711864406779662,0.6372745005181607,0.0,167,0.0001445828611303,1,b72b3922d5b49d7251b7cb13ef2a1c3a,84.0
1ae3022c-8b70-4757-b540-e832cbca7fe2,"['tranco', 'not_parking']",http://abbwxxx.com,False,36,8,1,False,False,0,18,2,0,0,2,6,1,0,11,0,0,2,0,0,0,unknown,False,4296,4,91,False,False,False,"{'v4': ['213.174.130.196'], 'v6': []}",False,241,0,0.0,240,15.315352697095436,32,0.9697392923649908,130,0.9848484848484848,0.9823715780686836,0.5091136408501677,166,9.80669584650985e-05,6,d7723778f87a256003cc0f5d77ff657a,85.0
05b925f9-4037-4807-a93b-659476400aad,"['tranco', 'not_parking']",http://spiritdomains.com,False,85,0,0,True,True,0,32,11,2,2,1,16,14,2,35,4,0,2,0,0,0,unknown,False,3122,0,2,False,True,False,"{'v4': ['162.215.231.71'], 'v6': []}",False,68,3,28.33333333333333,42,30.573529411764707,54,0.3014093529788597,2181,0.8695652173913043,0.7111955718632988,0.0,0,0.0,1,da7a758363df1273ffab381747429c56,86.0
67d36081-84d6-4e8f-afc8-e67e5486d92f,"['tranco', 'not_parking']",http://paluba.media,False,1,0,0,False,False,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,unknown,True,7536,0,37,False,True,False,"{'v4': ['45.130.41.20'], 'v6': []}",False,142,124,40.04838709677419,19,38.056338028169016,170,0.8212579617834395,1347,0.4504504504504504,0.0499665701608424,0.0894494461270381,179,2.324763484537336e-05,8,f80a275a3b931ed4aa1d329d3306cc10,87.0
6bf47b48-505e-4cc3-aea4-f4aad8534927,"['tranco', 'not_parking']",http://opengarden.com,False,5,0,0,True,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,False,179,0,1,False,False,False,"{'v4': ['23.227.38.65'], 'v6': []}",False,2,0,0.0,2,58.5,75,0.3184357541899441,122,0.5,0.7493121369611739,0.0,820,0.250687863038826,0,d89fce258441384fe6ba56528244e875,88.0
f998cb72-48f1-437e-a590-7ef7c90de1cb,"['tranco', 'not_parking']",http://eluta.ca,False,19,2,1,False,False,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,unknown,True,402,2,3,True,False,False,"{'v4': ['67.227.241.204'], 'v6': []}",True,13,0,0.0,2,2.3846153846153846,7,0.4004975124378109,241,0.9583333333333334,1.0,1.0,0,0.0,1,495076c25b91b156cfd773dc625c47d4,89.0
8390b413-4a05-4b36-9033-8ae8199119d2,"['tranco', 'not_parking']",http://u-mall.com.tw,False,146,1,1,False,False,0,6,2,329,0,3,2,0,1,5,0,0,1,0,0,0,unknown,True,6974,5,205,False,False,False,"{'v4': ['220.130.115.29'], 'v6': []}",True,517,36,43.27777777777778,247,18.37007874015748,169,0.7983940349870949,1406,0.9935897435897436,1.0,1.0,0,0.0,12,26e4ce2f5e0415366932e9cfa71ec3fb,90.0
aba41270-4239-4843-ba03-b0fa74bf9286,"['tranco', 'not_parking']",http://xvideos2020.me,False,204,0,0,False,False,0,0,7,0,0,0,15,1,1,158,1,0,0,0,0,0,unknown,True,1907,0,16,False,False,False,"{'v4': ['104.21.38.99', '172.67.221.129'], 'v6': ['2606:4700:3034::ac43:dd81', '2606:4700:3036::6815:2663']}",False,65,63,71.98412698412699,3,70.55384615384615,399,0.8872574724698479,215,0.0526315789473684,0.1148651751680673,0.0,167,0.0005899579964037,1,09f97600105992d0ae594d63880524d1,91.0
f6cc8c1a-5081-4203-8361-2e884c1c124b,"['tranco', 'not_parking']",http://sportkreslo.ru,False,132,12,1,False,False,0,0,3,6,3,2,1,0,20,12,0,0,0,0,0,0,unknown,True,9320,2,92,False,False,False,"{'v4': ['92.53.96.118'], 'v6': ['2a03:6f00:1::5c35:6076']}",False,466,0,0.0,134,48.8590021691974,134,0.7814377682403434,2037,0.1618625277161862,0.0918888612829906,0.008815592203898,34421,0.0037707246898827,6,42fd02bec29a51076f41784e0bba990b,92.0
d4855775-49c9-4c2a-a0f5-5026c9b0685c,"['tranco', 'not_parking']",http://compromat-pro.com,False,1,0,0,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,unknown,True,5778,0,51,False,False,False,"{'v4': ['188.114.96.3', '188.114.97.3'], 'v6': ['2a06:98c1:3120::3', '2a06:98c1:3121::3']}",False,183,0,0.0,89,53.39890710382514,142,0.6502249913464867,2021,0.2346938775510204,0.0517395048050543,0.1425168973286128,0,0.0,7,20bc9f18436c8e3d4f7ea448c7968324,93.0
ca9fc59c-073c-4517-8770-71e89f27503d,"['tranco', 'not_parking']",http://melotel.com,False,110,21,1,False,False,0,2,0,26,2,53,7,12,7,30,0,0,2,0,0,3,unknown,False,12057,2,89,False,True,False,"{'v4': ['54.225.139.208'], 'v6': []}",True,246,202,50.26732673267327,17,46.17427385892116,133,0.2279173923861657,9309,0.9935897435897436,0.9999555833672682,0.99564673023211,228,2.24048501390673e-05,2,a20ad76253ff9c27b1052146bda881e6,94.0
6cde2533-563c-4b5b-a96e-b83d08326a4d,"['tranco', 'not_parking']",http://adulthdvideo.com,False,7,46,0,False,False,0,0,0,0,3,1,0,2,2,5,0,0,0,0,0,0,unknown,True,5445,2,134,False,False,False,"{'v4': [], 'v6': []}",True,126,0,0.0,96,42.888888888888886,137,0.3254361799816345,3673,0.9924242424242424,1.0,1.0,0,0.0,3,b99607c6822a10b12cac394a06ea69ea,95.0
f0d39798-da74-4956-8d0f-19f2df223635,"['tranco', 'not_parking']",http://agromaquinaria.es,False,13,1,0,False,False,0,0,2,0,0,21,3,2,7,8,1,0,3,0,0,0,unknown,True,73694,13,68,True,False,False,"{'v4': [], 'v6': []}",True,851,32,102.8125,182,15.07773851590106,171,0.2030287404673379,58732,0.9973333333333332,0.9999651544860804,0.999692669017812,162,3.484551391970733e-05,9,795d795c287ab78cdfcbb64a37c34304,96.0
d0d1e499-04f3-42a2-a66f-f208f4473d83,"['tranco', 'not_parking']",http://musicinafrica.net,False,122,0,0,False,False,0,2,2,0,0,13,0,0,3,97,0,0,0,0,0,0,unknown,False,10998,11,114,False,False,False,"{'v4': ['129.232.217.83'], 'v6': []}",True,333,0,0.0,162,31.27946127946128,104,0.3790689216221131,6829,0.9950738916256158,0.999960681891086,0.9992646135633956,164,3.931810891403863e-05,7,d8145deabafaa6f966193af473c70fae,97.0
d2f0512d-c41a-4b25-83c1-34eeb9765456,"['tranco', 'not_parking']",http://amerfirst.org,False,36,0,0,True,False,0,2,0,1,23,17,3,7,4,12,1,0,0,0,0,0,unknown,True,4030,2,18,False,True,False,"{'v4': ['216.81.148.225'], 'v6': []}",True,105,1,73.0,64,24.133333333333333,73,0.3029776674937965,2809,0.9722222222222222,0.9999614952030628,0.9815552772401228,162,1.9252398468554893e-05,3,675b567eaaa9a33502a27e2d8d751b64,98.0
caea22a0-f494-4df0-b18d-574a4659d5b7,"['tranco', 'not_parking']",http://szfc-zhf.com,False,43,0,0,False,False,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,unknown,False,878,1,23,False,False,False,"{'v4': [], 'v6': []}",True,23,0,0.0,10,13.0,29,0.0478359908883826,836,0.9807692307692308,0.9994253424001532,0.981567868927068,162,0.0005746575998467,1,9fbef17aaa2a25d7946844091e6ca223,99.0
29a88bd1-d235-4652-81f1-e99c1b2544b1,"['tranco', 'not_parking']",http://loneti.ru,False,1,0,0,False,False,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,unknown,False,849,0,34,False,False,False,"{'v4': ['5.35.98.159'], 'v6': []}",False,64,0,0.0,37,13.0625,21,0.3510011778563015,551,0.0454545454545454,2.392494839388632e-05,0.0052117263843648,169,5.391088371422383e-05,2,17ae792fb074cfa60bef3b5f9247ef89,101.0
37510e53-17cd-4ea9-a30f-cf74a27c54c7,"['tranco', 'not_parking']",http://pinterest.dk,False,87,6,1,False,False,1,9,0,2,0,8,2,7,11,15,0,0,0,0,0,0,unknown,False,1051,4,190,False,False,False,"{'v4': [], 'v6': []}",True,31,0,0.0,31,26.193548387096776,59,0.3196955280685062,715,0.9923664122137404,0.999983114118988,0.9982120703495584,0,0.0,2,3436138131bff71eabc4ee5a17545702,102.0
43c2df8c-6363-4d75-b92e-d3ae4d602e36,"['tranco', 'not_parking']",http://newsdrum.in,False,55,4,0,False,False,0,0,2,1,2,5,3,1,3,6,0,0,0,0,0,0,unknown,True,8005,5,113,False,False,False,"{'v4': [], 'v6': []}",True,213,20,33.8,107,73.88732394366197,154,0.9380387257963771,496,0.9829059829059827,0.9999375537757343,0.998501825619679,167,6.244622426570532e-05,2,7fe506f58d23158a858d1f2a96e6b5f3,103.0
e1ca7f8e-ca58-4933-9c92-6b08e80c3aec,"['tranco', 'not_parking']",http://lmpremiacoes.com,False,5,0,0,False,False,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,unknown,True,1464,0,42,False,False,False,"{'v4': [], 'v6': []}",True,31,0,0.0,24,29.214285714285715,60,0.3306010928961748,980,0.9746835443037974,1.0,1.0,0,0.0,2,4f5826c6bc4f64e30c89c23689b027cb,104.0
f63684f6-93a1-42c2-b49b-a13b0d97874c,"['tranco', 'not_parking']",http://world-airport-codes.com,False,80,91,2,False,False,0,1,2,5,0,43,30,3,3,50,0,0,0,0,0,4,unknown,False,2956,7,37,False,False,False,"{'v4': [], 'v6': []}",True,217,45,76.5111111111111,173,46.1520737327189,102,0.4577131258457375,1603,0.9923076923076924,0.9999462536914808,0.9997397192972728,169,5.374630851907612e-05,2,ac26286448edbcda8ebe8fd27057e314,105.0
fa46d372-7af1-414c-958b-1221d01be1f2,"['tranco', 'not_parking']",http://wati83672.com,False,0,0,0,False,False,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,unknown,False,2896,2,61,False,False,False,"{'v4': ['188.114.96.3', '188.114.97.3'], 'v6': ['2a06:98c1:3120::3', '2a06:98c1:3121::3']}",False,30,0,0.0,7,8.666666666666666,59,0.0245165745856353,2825,0.5966386554621849,0.9558606511724546,0.2699854651162791,167,2.507073098745353e-05,1,3a0547cb757f4e7ca5ad1b2a74fad863,106.0
5e8304a2-4d45-40b2-a017-cd8a6c1c7781,"['tranco', 'not_parking']",http://sammyqr.jp,False,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,False,237,0,0,False,False,False,"{'v4': ['202.144.253.6'], 'v6': []}",False,2,0,0.0,2,60.5,73,0.0253164556962025,231,0.0,0.0,0.0,988,1.0,0,965e6ed188d72f3e9e94281d6ae78ef7,107.0
9bdb311d-4647-48b7-bf4a-8718d3661783,"['tranco', 'not_parking']",http://riobetcasino-ksh.top,False,5,0,0,False,False,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,unknown,False,617,0,0,False,True,False,"{'v4': ['104.21.20.32', '172.67.191.72'], 'v6': ['2606:4700:3034::6815:1420', '2606:4700:3032::ac43:bf48']}",False,1,0,0.0,1,44.0,44,0.0162074554294975,607,0.0,0.0,0.0,1757,0.1720356408498972,0,eef1115401302d5d377c263c0a4a10fc,108.0
75419c96-9ac4-41a5-bd0b-fd8f47c12aa8,"['tranco', 'not_parking']",http://retina.ar,False,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,False,69,0,0,False,False,False,"{'v4': ['200.10.202.8'], 'v6': []}",False,2,0,0.0,2,23.0,25,0.9130434782608696,6,0.0,0.0,0.0,451,1.0,0,eab8f4b04613aeb796b1c63e0357fbd2,109.0
7712687b-38d4-49f1-9947-7ef44fc5cbcf,"['tranco', 'not_parking']",http://parsannic.com,False,21,0,0,False,False,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,unknown,False,3323,0,22,False,True,False,"{'v4': ['31.7.73.177'], 'v6': []}",False,72,54,73.5925925925926,9,64.671875,225,0.2326211254890159,2550,0.0769230769230769,0.0155711761966404,0.0,162,0.0002078380607939,1,eb3309f3a5784466cc1b1341e61e815d,110.0
521cf18a-422d-4602-a72c-808daf8ece5e,"['tranco', 'not_parking']",http://minnalkalviseithi.com,False,226,3,1,False,False,0,1,17,0,0,23,2,10,41,18,0,0,3,0,0,0,unknown,False,58376,4,66,False,False,False,"{'v4': [], 'v6': []}",True,1067,288,62.52777777777778,6,32.832082551594745,107,0.2296320405646155,44971,0.9904761904761904,0.9999380947446476,0.994059303647071,230,6.19052553524495e-05,2,78bbfebf4fc2890c8d88a4ae029a024f,111.0
5c25dfb0-8b38-41cc-be58-bcfb74556381,"['tranco', 'not_parking']",http://leaderpub.com,False,35,0,0,False,False,0,0,1,2,1,26,4,3,0,15,0,0,0,0,0,0,unknown,True,5366,13,32,False,False,False,"{'v4': ['23.185.0.253'], 'v6': ['2620:12a:8001::253', '2620:12a:8000::253']}",True,114,101,73.86138613861387,11,69.50442477876106,133,0.4120387625792024,3155,0.9925925925925926,1.0,1.0,0,0.0,2,b82a8ba8ae38e718914c4b322631cccf,112.0
0686ef5b-1e1a-4bad-8a94-aefb90065978,"['tranco', 'not_parking']",http://catalyx.org,False,26,0,0,False,False,0,0,0,0,1,21,0,6,7,6,0,0,0,0,0,0,unknown,True,3545,0,16,False,False,False,"{'v4': ['41.203.18.167'], 'v6': []}",False,75,54,32.53703703703704,7,29.12121212121212,106,0.2290550070521861,2733,0.0545454545454545,0.042829388701859,0.0,0,0.0,1,8606072b2d3c9eb7d7aa2acc6043ecd5,113.0
af40a87e-4924-4ac1-bbc8-c41f686baf14,"['tranco', 'not_parking']",http://fargerike.no,False,35,8,0,False,False,0,1,0,55,0,27,2,2,3,3,0,0,1,0,0,0,unknown,True,22825,2,20,False,True,False,"{'v4': [], 'v6': []}",True,540,2,52.0,213,35.50555555555555,165,0.3611391018619934,14582,0.9864864864864864,1.0,1.0,0,0.0,1,c21a5acb0956fce9e0070ea189528c7d,114.0
2f2f3235-0247-4fc5-b6ab-3f461a4c5242,"['tranco', 'not_parking']",http://bess.jp,False,9,0,0,False,False,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,unknown,True,1002,2,52,False,False,False,"{'v4': ['13.231.20.171', '35.79.114.127'], 'v6': []}",False,76,41,28.804878048780488,28,24.82894736842105,83,0.8932135728542914,107,0.5474452554744526,0.0584172740051087,2.0891655872644464e-05,47865,0.0019883555022613,2,99f497bf096538f3adb674a1a6e3c952,115.0
43a21810-165c-4ca7-8634-d11663cd3a62,"['tranco', 'not_parking']",http://seq.org,False,66,50,2,False,False,0,0,16,0,5,33,19,5,14,19,7,0,3,0,0,3,unknown,True,29420,0,57,False,True,False,"{'v4': ['34.208.0.245'], 'v6': []}",True,521,48,84.9375,339,62.15891472868217,354,0.4399388171312032,16477,0.9935483870967742,0.99999000412557,0.9990423829262902,143,9.99587443000798e-06,1,b2810d3b3cf4251857874098bfb52a74,116.0
b809e08d-adc7-44c8-a5bf-a52932842f80,"['tranco', 'not_parking']",http://nunez.com.uy,False,63,0,0,False,False,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,unknown,True,849,1,2,False,False,False,"{'v4': ['179.27.152.173'], 'v6': []}",False,30,26,31.73076923076923,3,32.9,48,0.3085983510011778,587,0.76,0.4335647698966045,0.311238201042885,0,0.0,3,d20249ec222cbae885382f5a05f868c9,117.0
5e7d6643-6d55-4725-9af1-aa60ac163f85,"['tranco', 'not_parking']",http://xcite.com,False,54,30,1,False,False,0,5,2,555,13,27,1,2,5,14,0,0,4,0,0,2,unknown,True,16993,5,482,False,False,False,"{'v4': [], 'v6': []}",True,297,285,67.26315789473684,9,65.28282828282828,291,0.9371505914199963,1068,0.9962264150943396,1.0,1.0,0,0.0,10,fc9b827a27c72f8ccf617a775a77fcdd,118.0
a66b1455-daba-4017-90bf-96ba0c8c9203,"['tranco', 'not_parking']",http://tapdaq.com,False,48,0,0,False,False,0,9,0,0,6,6,65,8,7,23,5,0,1,0,0,0,unknown,False,8362,2,41,False,False,False,"{'v4': [], 'v6': []}",True,162,103,38.067961165048544,28,32.592592592592595,125,0.2629753647452763,6163,0.9803921568627452,0.9998799405705824,0.9967662768875416,167,5.967239497837144e-05,2,fe457be291f2ff7dc56fdb3c1c93389c,119.0
6decc480-04f7-4ab8-8e37-fb3140bbefa9,"['tranco', 'not_parking']",http://shangquanservice.com,False,2,0,0,False,False,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,unknown,False,1510,0,21,False,True,False,"{'v4': ['188.114.96.3', '188.114.97.3'], 'v6': ['2a06:98c1:3120::3', '2a06:98c1:3121::3']}",False,120,7,37.71428571428572,96,20.641666666666666,47,0.5880794701986755,622,0.0571428571428571,0.0435618917016438,0.0289383840026012,5973,0.0068144247213136,1,45d36091e3eb3d416a5f11a84bf34986,120.0
d7eb2042-9bfc-4b86-abfa-843b359d6ca4,"['tranco', 'not_parking']",http://tornadoenergy.me,False,14,0,0,False,False,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,unknown,True,17455,1,173,False,True,False,"{'v4': ['85.119.151.54'], 'v6': []}",True,78,3,31.33333333333333,41,34.70666666666666,760,0.0452019478659409,16666,0.9943181818181818,0.999988939616627,0.999891343537163,154,1.1060383372997496e-05,4,1aba5d595be4ad7e37affaa768064470,121.0
